shipment_id,rx_id,shipped_date,delivered_date,carrier,delay_flag,return_flag
522,1052,2024-07-24,2024-07-25,UPS,1,0
523,1043,2024-05-04,2024-05-08,FedEx,0,0
524,20,2024-09-26,2024-09-29,FedEx,0,0
525,976,2024-09-25,2024-09-27,UPS,0,0
526,367,2024-10-05,2024-10-06,UPS,0,0
527,704,2024-11-01,2024-11-03,FedEx,1,0
528,139,2024-04-05,2024-04-06,UPS,1,0
529,588,2024-06-27,2024-06-30,UPS,0,0
530,245,2024-08-02,2024-08-05,UPS,1,0
531,983,2024-09-19,2024-09-21,FedEx,0,0
532,374,2024-05-03,2024-05-06,FedEx,0,0
533,593,2024-03-19,2024-03-20,FedEx,0,0
534,234,2024-05-11,2024-05-13,FedEx,0,0
535,578,2024-08-06,2024-08-07,FedEx,1,0
536,433,2024-10-18,2024-10-20,FedEx,0,0
537,430,2024-01-14,2024-01-16,FedEx,1,0
538,231,2024-06-25,2024-06-26,UPS,0,0
539,798,2024-03-24,2024-03-26,FedEx,0,0
540,215,2024-11-13,2024-11-16,FedEx,0,0
541,129,2024-01-07,2024-01-09,UPS,0,0
542,998,2024-01-25,2024-01-29,UPS,1,0
543,705,2024-06-04,2024-06-05,UPS,0,0
544,643,2024-05-23,2024-05-24,FedEx,0,0
545,176,2024-11-14,2024-11-18,UPS,0,0
546,376,2024-06-28,2024-07-01,FedEx,1,0
547,263,2024-01-21,2024-01-22,FedEx,0,0
548,322,2024-01-26,2024-01-30,FedEx,1,0
549,496,2024-09-28,2024-09-29,UPS,0,0
550,1197,2024-04-04,2024-04-08,UPS,0,0
551,901,2024-10-07,2024-10-09,FedEx,0,0
552,690,2024-01-19,2024-01-21,FedEx,0,0
553,444,2024-03-18,2024-03-20,FedEx,0,0
554,718,2024-09-20,2024-09-21,UPS,0,0
555,971,2024-05-24,2024-05-26,FedEx,1,0
556,973,2024-09-06,2024-09-09,UPS,0,1
557,935,2024-09-19,2024-09-22,FedEx,1,0
558,179,2024-06-10,2024-06-13,UPS,0,0
559,1036,2024-08-16,2024-08-18,FedEx,0,0
560,567,2024-08-14,2024-08-18,UPS,0,0
561,431,2024-03-29,2024-04-01,UPS,0,0
562,1170,2024-03-17,2024-03-20,UPS,0,0
563,762,2024-01-30,2024-02-01,UPS,0,0
564,148,2024-10-01,2024-10-05,UPS,1,0
565,110,2024-08-09,2024-08-13,UPS,0,0
566,621,2024-10-12,2024-10-14,FedEx,0,0
567,1009,2024-06-01,2024-06-04,FedEx,0,0
568,852,2024-02-28,2024-03-03,FedEx,0,0
569,305,2024-06-27,2024-06-28,FedEx,0,0
570,114,2024-07-01,2024-07-01,UPS,0,0
571,1088,2024-01-27,2024-01-31,FedEx,1,0
572,1072,2024-06-23,2024-06-23,UPS,0,0
573,647,2024-06-04,2024-06-06,UPS,0,0
574,836,2024-08-15,2024-08-18,UPS,0,0
575,789,2024-09-11,2024-09-13,FedEx,0,0
576,1095,2024-11-26,2024-11-28,UPS,0,0
577,565,2024-05-12,2024-05-13,FedEx,1,0
578,170,2024-01-29,2024-01-30,FedEx,0,0
579,669,2024-02-20,2024-02-23,FedEx,1,0
580,197,2024-11-21,2024-11-21,FedEx,0,0
581,346,2024-11-25,2024-11-25,FedEx,0,0
582,518,2024-12-03,2024-12-07,UPS,0,0
583,560,2024-11-09,2024-11-12,UPS,0,0
584,668,2024-11-05,2024-11-08,FedEx,1,0
585,68,2024-09-15,2024-09-15,UPS,0,0
586,801,2024-09-24,2024-09-26,FedEx,0,0
587,730,2024-06-22,2024-06-24,UPS,0,0
588,54,2024-11-01,2024-11-03,UPS,0,0
589,34,2024-02-21,2024-02-22,UPS,0,0
590,1149,2024-07-15,2024-07-16,UPS,0,0
591,95,2024-03-12,2024-03-14,UPS,1,0
592,224,2024-10-30,2024-11-02,UPS,0,0
593,1133,2024-03-01,2024-03-02,UPS,1,0
594,1191,2024-06-17,2024-06-20,UPS,0,0
595,149,2024-05-31,2024-06-02,UPS,0,0
596,517,2024-04-23,2024-04-27,UPS,1,0
597,416,2024-08-16,2024-08-18,UPS,1,0
598,832,2024-05-30,2024-05-30,UPS,0,0
599,456,2024-08-19,2024-08-23,UPS,0,0
600,529,2024-05-31,2024-06-03,FedEx,1,0
601,268,2024-10-29,2024-11-01,UPS,1,0
602,347,2024-05-28,2024-06-01,UPS,0,0
603,857,2024-08-17,2024-08-20,UPS,0,0
604,63,2024-01-11,2024-01-14,UPS,0,1
605,378,2024-06-20,2024-06-21,UPS,1,0
606,1048,2024-06-08,2024-06-08,UPS,0,0
607,591,2024-06-19,2024-06-21,FedEx,1,0
608,674,2024-07-30,2024-08-02,FedEx,1,0
609,138,2024-06-25,2024-06-27,FedEx,0,0
610,499,2024-10-19,2024-10-20,UPS,0,0
611,7,2024-10-08,2024-10-11,UPS,0,0
612,885,2024-07-27,2024-07-30,UPS,0,0
613,864,2024-04-28,2024-05-02,FedEx,0,0
614,1141,2024-09-01,2024-09-01,UPS,0,0
615,547,2024-04-04,2024-04-08,UPS,0,0
616,1139,2024-09-26,2024-09-27,FedEx,0,0
617,73,2024-02-11,2024-02-14,FedEx,0,0
618,240,2024-01-23,2024-01-26,UPS,0,0
619,1008,2024-07-18,2024-07-20,UPS,0,0
620,50,2024-06-25,2024-06-25,UPS,0,0
621,967,2024-06-04,2024-06-07,UPS,0,0
622,467,2024-03-28,2024-03-30,FedEx,0,0
623,391,2024-10-22,2024-10-22,UPS,0,0
624,41,2024-03-12,2024-03-14,UPS,0,0
625,168,2024-01-17,2024-01-18,FedEx,1,0
626,189,2024-05-11,2024-05-13,UPS,0,0
627,613,2024-09-25,2024-09-27,UPS,0,0
628,942,2024-01-23,2024-01-23,FedEx,0,0
629,807,2024-11-15,2024-11-17,FedEx,0,0
630,101,2024-09-01,2024-09-02,UPS,1,0
631,1082,2024-05-03,2024-05-05,FedEx,0,1
632,483,2024-03-09,2024-03-13,FedEx,0,0
633,49,2024-12-08,2024-12-11,UPS,0,0
634,1114,2024-03-22,2024-03-22,FedEx,0,0
635,363,2024-09-29,2024-10-01,UPS,0,1
636,1093,2024-07-06,2024-07-07,UPS,0,0
637,1120,2024-02-26,2024-02-29,UPS,0,0
638,1177,2024-03-28,2024-03-30,UPS,1,0
639,135,2024-03-19,2024-03-19,FedEx,0,0
640,428,2024-09-29,2024-09-29,UPS,0,1
641,1148,2024-11-04,2024-11-04,UPS,0,0
642,825,2024-07-12,2024-07-12,UPS,0,0
643,1094,2024-05-31,2024-06-04,UPS,0,0
644,543,2024-06-08,2024-06-11,FedEx,1,0
645,527,2024-11-26,2024-11-29,FedEx,1,1
646,629,2024-10-30,2024-11-01,FedEx,0,0
647,1047,2024-08-26,2024-08-27,UPS,0,0
648,770,2024-04-16,2024-04-20,FedEx,0,1
649,97,2024-08-13,2024-08-13,FedEx,0,0
650,554,2024-11-23,2024-11-23,UPS,0,0
651,440,2024-02-01,2024-02-03,FedEx,0,0
652,959,2024-02-10,2024-02-10,UPS,0,0
653,1069,2024-03-06,2024-03-08,FedEx,0,0
654,652,2024-03-11,2024-03-13,FedEx,1,0
655,193,2024-08-09,2024-08-12,FedEx,1,0
656,426,2024-01-16,2024-01-18,FedEx,1,0
657,277,2024-11-13,2024-11-13,UPS,1,0
658,1054,2024-09-21,2024-09-23,UPS,1,0
659,285,2024-02-15,2024-02-18,FedEx,0,0
660,1183,2024-03-24,2024-03-25,UPS,0,1
661,792,2024-04-17,2024-04-19,FedEx,0,0
662,827,2024-08-10,2024-08-12,FedEx,1,0
663,232,2024-04-07,2024-04-09,FedEx,0,0
664,69,2024-02-09,2024-02-11,FedEx,0,0
665,504,2024-06-16,2024-06-16,FedEx,1,0
666,1145,2024-11-17,2024-11-19,FedEx,0,0
667,173,2024-07-19,2024-07-22,UPS,1,0
668,1066,2024-08-23,2024-08-24,UPS,0,0
669,1165,2024-12-03,2024-12-06,FedEx,0,1
670,653,2024-11-08,2024-11-11,UPS,0,0
671,961,2024-05-14,2024-05-15,FedEx,0,0
672,196,2024-10-07,2024-10-09,UPS,0,0
673,981,2024-10-14,2024-10-14,UPS,0,0
674,863,2024-05-06,2024-05-07,UPS,0,0
675,192,2024-07-31,2024-07-31,FedEx,1,0
676,598,2024-06-23,2024-06-24,UPS,1,0
677,81,2024-01-16,2024-01-19,FedEx,0,0
678,734,2024-03-16,2024-03-17,FedEx,0,1
679,955,2024-10-17,2024-10-19,FedEx,0,0
680,889,2024-03-29,2024-03-30,UPS,1,0
681,32,2024-03-24,2024-03-25,UPS,0,0
682,241,2024-10-01,2024-10-02,UPS,0,0
683,505,2024-06-13,2024-06-15,FedEx,0,0
684,500,2024-11-27,2024-11-28,FedEx,0,0
685,893,2024-07-23,2024-07-26,UPS,0,0
686,495,2024-12-05,2024-12-07,FedEx,1,0
687,850,2024-07-24,2024-07-26,UPS,0,0
688,868,2024-05-14,2024-05-16,UPS,0,0
689,739,2024-06-26,2024-06-30,UPS,0,0
690,74,2024-03-31,2024-04-03,UPS,0,1
691,594,2024-07-08,2024-07-09,FedEx,0,0
692,773,2024-12-13,2024-12-14,UPS,0,0
693,1000,2024-02-08,2024-02-09,UPS,0,0
694,667,2024-06-03,2024-06-03,UPS,0,0
695,877,2024-08-28,2024-08-31,UPS,0,0
696,847,2024-07-15,2024-07-16,UPS,0,0
697,489,2024-11-16,2024-11-19,UPS,0,0
698,712,2024-11-23,2024-11-25,UPS,0,0
699,249,2024-11-26,2024-11-28,FedEx,0,0
700,329,2024-09-09,2024-09-10,FedEx,1,0
701,4,2024-12-08,2024-12-10,FedEx,0,0
702,458,2024-03-12,2024-03-14,FedEx,1,0
703,1116,2024-04-08,2024-04-11,UPS,0,0
704,846,2024-09-16,2024-09-16,FedEx,0,0
705,966,2024-05-31,2024-06-03,FedEx,0,0
706,693,2024-05-10,2024-05-11,FedEx,0,0
707,1122,2024-04-22,2024-04-22,UPS,0,0
708,462,2024-04-04,2024-04-08,FedEx,0,0
709,802,2024-09-20,2024-09-21,FedEx,1,0
710,927,2024-08-17,2024-08-18,UPS,1,0
711,437,2024-08-12,2024-08-12,FedEx,0,0
712,808,2024-08-21,2024-08-22,UPS,0,0
713,1042,2024-05-14,2024-05-16,FedEx,1,0
714,1162,2024-08-13,2024-08-13,UPS,1,0
715,120,2024-01-16,2024-01-17,FedEx,0,0
716,233,2024-06-26,2024-06-27,FedEx,0,0
717,124,2024-03-21,2024-03-24,FedEx,0,1
718,662,2024-08-04,2024-08-06,UPS,1,0
719,83,2024-06-18,2024-06-19,FedEx,1,0
720,636,2024-03-20,2024-03-23,UPS,0,0
721,210,2024-02-18,2024-02-22,UPS,0,0
722,1084,2024-02-06,2024-02-07,UPS,0,0
723,986,2024-10-12,2024-10-16,UPS,0,0
724,90,2024-11-26,2024-11-26,FedEx,0,0
725,686,2024-10-11,2024-10-11,FedEx,1,0
726,664,2024-10-14,2024-10-16,FedEx,0,0
727,427,2024-05-12,2024-05-12,UPS,0,0
728,424,2024-12-17,2024-12-19,FedEx,0,0
729,1184,2024-05-09,2024-05-09,UPS,0,0
730,719,2024-05-28,2024-05-29,UPS,0,0
731,1014,2024-04-21,2024-04-24,UPS,1,0
732,563,2024-02-27,2024-03-01,FedEx,0,0
733,1143,2024-05-16,2024-05-20,FedEx,0,0
734,118,2024-09-15,2024-09-15,UPS,0,0
735,364,2024-12-10,2024-12-11,FedEx,0,0
736,332,2024-01-27,2024-01-31,FedEx,0,0
737,821,2024-01-28,2024-02-01,UPS,0,0
738,609,2024-09-21,2024-09-21,UPS,0,0
739,606,2024-05-30,2024-05-31,FedEx,1,0
740,1181,2024-06-29,2024-07-01,UPS,0,0
741,411,2024-08-09,2024-08-12,UPS,1,0
742,295,2024-11-02,2024-11-04,FedEx,0,0
743,415,2024-02-14,2024-02-17,FedEx,0,0
744,701,2024-02-22,2024-02-26,UPS,0,0
745,350,2024-06-18,2024-06-21,FedEx,0,0
746,474,2024-01-27,2024-01-27,UPS,0,0
747,793,2024-06-08,2024-06-11,UPS,1,0
748,394,2024-05-02,2024-05-05,FedEx,0,1
749,960,2024-08-18,2024-08-21,UPS,1,0
750,80,2024-08-19,2024-08-22,UPS,0,0
751,917,2024-08-24,2024-08-25,UPS,0,0
752,220,2024-07-30,2024-08-02,FedEx,0,0
753,167,2024-11-14,2024-11-14,FedEx,0,0
754,742,2024-08-07,2024-08-09,FedEx,1,0
755,905,2024-05-22,2024-05-24,UPS,1,0
756,539,2024-05-26,2024-05-27,UPS,0,0
757,568,2024-08-16,2024-08-20,FedEx,0,0
758,255,2024-03-28,2024-03-29,FedEx,1,0
759,925,2024-04-19,2024-04-21,FedEx,0,1
760,275,2024-08-20,2024-08-21,UPS,0,0
761,577,2024-06-04,2024-06-05,FedEx,1,0
762,257,2024-11-23,2024-11-24,UPS,0,0
763,780,2024-05-13,2024-05-15,FedEx,1,0
764,490,2024-08-19,2024-08-20,UPS,0,0
765,30,2024-06-28,2024-06-28,UPS,0,0
766,725,2024-02-29,2024-03-01,FedEx,0,0
767,11,2024-02-04,2024-02-05,UPS,0,0
768,671,2024-10-23,2024-10-24,FedEx,1,0
769,839,2024-07-12,2024-07-15,UPS,0,0
770,1117,2024-11-26,2024-11-26,UPS,0,0
771,1153,2024-03-05,2024-03-09,FedEx,1,0
772,165,2024-06-03,2024-06-04,UPS,0,0
773,989,2024-04-05,2024-04-08,FedEx,0,0
774,413,2024-10-14,2024-10-17,FedEx,0,0
775,485,2024-07-23,2024-07-26,FedEx,0,0
776,45,2024-10-24,2024-10-27,UPS,0,0
777,920,2024-11-29,2024-12-02,UPS,0,0
778,948,2024-11-19,2024-11-20,UPS,0,0
779,902,2024-08-29,2024-08-30,FedEx,0,0
780,421,2024-05-19,2024-05-22,FedEx,0,1
781,769,2024-04-13,2024-04-16,UPS,0,0
782,206,2024-10-05,2024-10-08,UPS,0,0
783,425,2024-08-23,2024-08-25,FedEx,0,0
784,820,2024-04-16,2024-04-20,UPS,0,0
785,1168,2024-08-14,2024-08-17,FedEx,0,0
786,1136,2024-09-20,2024-09-24,UPS,0,0
787,536,2024-09-02,2024-09-02,FedEx,0,0
788,602,2024-10-28,2024-10-30,UPS,0,0
789,1152,2024-07-15,2024-07-15,UPS,0,0
790,929,2024-07-10,2024-07-14,FedEx,1,0
791,1159,2024-05-01,2024-05-01,FedEx,0,0
792,385,2024-04-19,2024-04-20,FedEx,0,0
793,219,2024-06-12,2024-06-12,UPS,0,0
794,292,2024-04-11,2024-04-14,FedEx,0,0
795,174,2024-07-06,2024-07-09,FedEx,1,0
796,17,2024-01-19,2024-01-23,UPS,0,0
797,238,2024-11-25,2024-11-28,FedEx,0,0
798,1058,2024-10-09,2024-10-10,FedEx,1,0
799,330,2024-04-12,2024-04-12,FedEx,0,0
800,748,2024-09-23,2024-09-24,UPS,0,0
801,1018,2024-11-07,2024-11-09,UPS,0,0
802,566,2024-10-14,2024-10-15,UPS,0,0
803,685,2024-09-03,2024-09-05,FedEx,0,0
804,692,2024-11-23,2024-11-26,UPS,0,0
805,787,2024-10-03,2024-10-04,FedEx,1,0
806,128,2024-10-18,2024-10-21,FedEx,0,0
807,684,2024-02-14,2024-02-17,FedEx,0,0
808,294,2024-12-06,2024-12-09,UPS,0,0
809,288,2024-05-24,2024-05-27,UPS,0,0
810,826,2024-03-06,2024-03-09,FedEx,0,0
811,720,2024-11-22,2024-11-24,FedEx,0,0
812,108,2024-02-02,2024-02-05,UPS,0,0
813,298,2024-02-06,2024-02-08,UPS,0,0
814,945,2024-10-11,2024-10-12,UPS,0,1
815,397,2024-09-11,2024-09-11,FedEx,0,0
816,14,2024-08-24,2024-08-24,UPS,0,0
817,211,2024-03-30,2024-03-31,UPS,0,0
818,480,2024-04-01,2024-04-01,UPS,0,0
819,1086,2024-05-06,2024-05-07,FedEx,0,0
820,5,2024-03-16,2024-03-18,UPS,0,0
821,1112,2024-03-28,2024-03-29,FedEx,0,0
822,1030,2024-08-08,2024-08-09,FedEx,0,0
823,1017,2024-01-14,2024-01-17,FedEx,0,0
824,970,2024-09-04,2024-09-05,UPS,0,0
825,1169,2024-07-27,2024-07-27,UPS,0,0
826,939,2024-10-21,2024-10-23,UPS,0,0
827,162,2024-01-30,2024-01-31,FedEx,0,0
828,853,2024-05-04,2024-05-07,UPS,0,0
829,362,2024-04-17,2024-04-19,FedEx,1,0
830,289,2024-08-04,2024-08-07,UPS,0,0
831,326,2024-10-13,2024-10-17,UPS,1,0
832,320,2024-05-17,2024-05-18,UPS,0,0
833,879,2024-10-25,2024-10-26,UPS,0,0
834,244,2024-02-17,2024-02-18,FedEx,0,0
835,47,2024-08-13,2024-08-15,FedEx,0,0
836,987,2024-02-25,2024-02-28,FedEx,0,0
837,700,2024-10-11,2024-10-13,FedEx,0,0
838,957,2024-05-07,2024-05-08,UPS,1,0
839,610,2024-09-20,2024-09-24,FedEx,0,0
840,184,2024-08-21,2024-08-23,FedEx,0,0
841,188,2024-08-09,2024-08-12,FedEx,1,1
842,254,2024-01-16,2024-01-18,UPS,0,0
843,217,2024-04-11,2024-04-14,FedEx,1,0
844,225,2024-08-25,2024-08-26,FedEx,0,0
845,161,2024-08-10,2024-08-13,UPS,1,0
846,205,2024-04-16,2024-04-20,UPS,1,0
847,508,2024-11-03,2024-11-04,FedEx,1,0
848,1027,2024-11-18,2024-11-20,FedEx,0,1
849,1119,2024-05-26,2024-05-29,UPS,0,0
850,809,2024-11-16,2024-11-19,FedEx,0,0
851,633,2024-08-31,2024-09-03,UPS,0,0
852,680,2024-05-26,2024-05-30,FedEx,0,0
853,105,2024-01-25,2024-01-29,FedEx,0,0
854,908,2024-03-03,2024-03-06,FedEx,0,0
855,727,2024-06-21,2024-06-21,FedEx,0,0
856,465,2024-03-22,2024-03-23,FedEx,0,0
857,900,2024-06-08,2024-06-09,UPS,0,0
858,506,2024-01-27,2024-01-27,UPS,0,0
859,951,2024-04-29,2024-04-30,FedEx,1,0
860,694,2024-10-22,2024-10-25,FedEx,0,0
861,262,2024-07-20,2024-07-24,FedEx,1,0
862,265,2024-04-07,2024-04-07,UPS,0,0
863,812,2024-07-06,2024-07-09,UPS,0,0
864,617,2024-02-15,2024-02-17,UPS,0,1
865,297,2024-06-19,2024-06-21,UPS,0,0
866,247,2024-12-01,2024-12-01,UPS,0,0
867,337,2024-02-21,2024-02-22,UPS,0,0
868,1105,2024-07-30,2024-08-01,UPS,0,0
869,531,2024-10-29,2024-11-01,UPS,0,0
870,670,2024-12-02,2024-12-04,FedEx,0,0
871,947,2024-06-11,2024-06-13,UPS,0,0
872,1107,2024-05-30,2024-06-01,UPS,0,0
873,401,2024-07-06,2024-07-08,UPS,0,0
874,269,2024-09-09,2024-09-11,UPS,0,0
875,1040,2024-04-20,2024-04-23,FedEx,0,0
876,1055,2024-07-19,2024-07-20,UPS,0,0
877,876,2024-11-19,2024-11-22,FedEx,1,0
878,938,2024-06-18,2024-06-22,FedEx,0,0
879,994,2024-07-04,2024-07-07,FedEx,1,0
880,28,2024-02-16,2024-02-18,UPS,0,0
881,941,2024-08-19,2024-08-22,UPS,0,0
882,887,2024-07-02,2024-07-02,UPS,0,0
883,635,2024-06-19,2024-06-22,FedEx,0,0
884,209,2024-04-10,2024-04-13,FedEx,1,0
885,130,2024-04-21,2024-04-22,FedEx,0,0
886,682,2024-01-15,2024-01-16,FedEx,0,0
887,331,2024-11-07,2024-11-10,UPS,0,0
888,348,2024-02-11,2024-02-12,UPS,0,0
889,965,2024-01-26,2024-01-28,UPS,0,0
890,410,2024-05-16,2024-05-18,FedEx,0,0
891,898,2024-01-21,2024-01-24,FedEx,0,0
892,975,2024-07-28,2024-07-30,UPS,1,0
893,869,2024-05-13,2024-05-14,UPS,1,0
894,21,2024-08-23,2024-08-25,FedEx,0,0
895,516,2024-02-04,2024-02-08,UPS,0,0
896,949,2024-12-03,2024-12-04,UPS,0,0
897,44,2024-09-04,2024-09-07,FedEx,0,0
898,442,2024-11-01,2024-11-02,FedEx,0,0
899,66,2024-02-19,2024-02-22,FedEx,1,0
900,1005,2024-08-31,2024-09-04,UPS,0,0
901,82,2024-03-01,2024-03-03,FedEx,0,0
902,286,2024-11-10,2024-11-13,UPS,1,0
903,844,2024-07-24,2024-07-26,UPS,0,0
904,141,2024-02-02,2024-02-04,FedEx,0,0
905,310,2024-08-22,2024-08-24,UPS,0,0
906,655,2024-09-17,2024-09-19,FedEx,0,0
907,1083,2024-03-20,2024-03-22,FedEx,0,0
908,280,2024-11-17,2024-11-17,UPS,0,0
909,57,2024-02-24,2024-02-26,UPS,0,0
910,1163,2024-10-05,2024-10-06,FedEx,0,0
911,452,2024-03-07,2024-03-08,FedEx,0,0
912,438,2024-04-29,2024-05-02,FedEx,0,0
913,520,2024-05-03,2024-05-03,FedEx,0,0
914,435,2024-11-12,2024-11-14,FedEx,1,0
915,993,2024-07-14,2024-07-15,FedEx,0,0
916,1078,2024-11-12,2024-11-13,UPS,0,0
917,103,2024-08-09,2024-08-13,UPS,0,0
918,648,2024-10-03,2024-10-04,UPS,1,0
919,829,2024-08-21,2024-08-23,UPS,0,0
920,284,2024-06-05,2024-06-05,FedEx,0,0
921,344,2024-05-17,2024-05-20,UPS,1,0
922,1186,2024-09-13,2024-09-16,UPS,1,0
923,475,2024-04-01,2024-04-04,FedEx,0,0
924,150,2024-09-25,2024-09-29,UPS,0,0
925,1064,2024-01-16,2024-01-18,FedEx,0,0
926,157,2024-10-16,2024-10-20,FedEx,0,0
927,1007,2024-05-20,2024-05-22,FedEx,0,0
928,252,2024-04-24,2024-04-25,FedEx,0,0
929,23,2024-02-13,2024-02-14,FedEx,0,0
930,803,2024-04-25,2024-04-26,UPS,0,0
931,559,2024-10-01,2024-10-02,UPS,1,0
932,357,2024-01-26,2024-01-29,UPS,0,0
933,273,2024-08-29,2024-08-31,FedEx,0,0
934,777,2024-06-13,2024-06-17,UPS,0,0
935,1006,2024-05-01,2024-05-01,UPS,0,0
936,896,2024-04-22,2024-04-25,UPS,1,0
937,511,2024-08-29,2024-09-02,UPS,0,0
938,894,2024-04-01,2024-04-05,FedEx,0,0
939,1178,2024-09-17,2024-09-19,UPS,0,0
940,291,2024-02-15,2024-02-17,FedEx,0,0
941,538,2024-10-30,2024-10-30,FedEx,1,0
942,1028,2024-03-06,2024-03-09,UPS,0,0
943,558,2024-04-07,2024-04-11,FedEx,0,0
944,952,2024-10-10,2024-10-10,FedEx,0,0
945,8,2024-04-28,2024-05-01,FedEx,0,0
946,132,2024-10-08,2024-10-09,FedEx,0,0
947,246,2024-09-28,2024-09-30,FedEx,0,0
948,548,2024-10-05,2024-10-06,FedEx,1,0
949,1167,2024-04-25,2024-04-28,FedEx,0,0
950,878,2024-10-05,2024-10-07,UPS,0,0
951,361,2024-03-23,2024-03-25,UPS,1,0
952,743,2024-10-06,2024-10-07,FedEx,0,0
953,764,2024-03-19,2024-03-20,FedEx,0,0
954,904,2024-08-29,2024-08-31,UPS,0,0
955,605,2024-01-26,2024-01-29,UPS,0,0
956,2,2024-05-14,2024-05-16,UPS,0,0
957,992,2024-07-04,2024-07-06,UPS,1,0
958,1174,2024-08-23,2024-08-23,FedEx,0,0
959,1051,2024-11-15,2024-11-15,FedEx,0,0
960,514,2024-11-26,2024-11-26,UPS,0,0
961,521,2024-05-18,2024-05-20,UPS,0,0
962,1187,2024-07-24,2024-07-25,UPS,1,0
963,358,2024-07-21,2024-07-23,UPS,0,0
964,744,2024-09-27,2024-09-28,FedEx,0,0
965,454,2024-03-19,2024-03-23,UPS,1,0
966,919,2024-09-28,2024-09-28,UPS,0,0
967,1151,2024-11-26,2024-11-28,UPS,0,0
968,386,2024-09-19,2024-09-22,FedEx,0,1
969,98,2024-02-10,2024-02-13,FedEx,0,0
970,12,2024-05-25,2024-05-26,FedEx,0,0
971,755,2024-04-21,2024-04-24,UPS,0,0
972,22,2024-05-09,2024-05-10,UPS,0,0
973,230,2024-07-19,2024-07-20,UPS,0,0
974,1001,2024-10-24,2024-10-27,FedEx,1,0
975,154,2024-06-19,2024-06-21,FedEx,1,1
976,142,2024-07-18,2024-07-19,UPS,1,0
977,248,2024-07-08,2024-07-10,UPS,1,0
978,102,2024-11-21,2024-11-25,FedEx,1,0
979,126,2024-01-28,2024-02-01,UPS,0,0
980,1019,2024-08-31,2024-09-01,UPS,0,0
981,459,2024-03-18,2024-03-21,UPS,1,0
982,1101,2024-11-11,2024-11-12,FedEx,0,0
983,601,2024-06-11,2024-06-14,UPS,0,1
984,1025,2024-08-30,2024-08-30,UPS,0,0
985,926,2024-06-24,2024-06-27,UPS,0,0
986,913,2024-05-22,2024-05-22,UPS,0,0
987,1039,2024-08-12,2024-08-14,FedEx,0,1
988,873,2024-04-20,2024-04-22,FedEx,0,0
989,1126,2024-07-23,2024-07-24,FedEx,0,0
990,1131,2024-03-23,2024-03-23,UPS,0,0
991,771,2024-05-25,2024-05-26,FedEx,0,0
992,1073,2024-06-13,2024-06-17,UPS,0,0
993,741,2024-05-23,2024-05-26,FedEx,0,0
994,607,2024-03-28,2024-03-31,UPS,0,0
995,194,2024-03-18,2024-03-21,FedEx,1,0
996,637,2024-05-20,2024-05-23,FedEx,1,0
997,276,2024-05-13,2024-05-13,FedEx,0,0
998,140,2024-01-26,2024-01-27,UPS,0,0
999,423,2024-11-15,2024-11-17,UPS,0,0
1000,954,2024-06-29,2024-06-30,UPS,0,0
